Geo Point,Geo Shape,Batch_ID,TargetStartDate,TargetDeliveryDate,OperationalArea,DNO,Status,days_outstanding,rag_status,PVC Date,days_since_pvc_date
"51.51610809418105, 0.03501237513166452","{""coordinates"": [[[0.023230350314683, 51.510466339378524], [0.023429442303817, 51.51495925622552], [0.030630356298045, 51.5148347988753], [0.030830207493474, 51.519327691796924], [0.031030110482696, 51.523820580699294], [0.038232388074796, 51.52369564159804], [0.03843305083713, 51.52818850649265], [0.045635984378388, 51.52806310541274], [0.045434613672257, 51.523570260577166], [0.045233295143818, 51.519077411714406], [0.052434760820694, 51.51895160890699], [0.05223278689224, 51.514458776138795], [0.045032028775218, 51.51458455882451], [0.037831218516167, 51.514709899739145], [0.037630711684304, 51.510217022774945], [0.030430556878693, 51.51034190193443], [0.030230809217708, 51.50584900097439], [0.023031309901007, 51.50597341851626], [0.015831759026456, 51.50609739440589], [0.016030092175187, 51.51059033509984], [0.023230350314683, 51.510466339378524]]], ""type"": ""Polygon""}",NE-0028,2025-11-10,2026-01-13,North East,LPN,Complete,-75,Complete,,
"51.503034590038396, 0.12888381762916234","{""coordinates"": [[[0.123610639260267, 51.499698746091426], [0.116412533661375, 51.49982888361533], [0.109214374146696, 51.499958579655605], [0.109421846594678, 51.50445126109903], [0.102222926480481, 51.504580536321924], [0.102429745630736, 51.50907323438051], [0.109629372794108, 51.50894393847959], [0.116828946187616, 51.50881420094635], [0.117037233370479, 51.513306853511416], [0.124237460006454, 51.51317665353046], [0.131437632488437, 51.51304601186205], [0.138637750633571, 51.512914928514], [0.138427341920907, 51.50842233862979], [0.138216987709262, 51.50392974466632], [0.145415637238686, 51.50379826171158], [0.152614232102983, 51.50366633723378], [0.152402518844593, 51.49917378131447], [0.152190860415253, 51.49468122130782], [0.144993678878755, 51.494813103595945], [0.137796442714499, 51.494944544501955], [0.130599152105073, 51.49507554401808], [0.13038966771199, 51.49058291686962], [0.123193029285817, 51.49071345411078], [0.123401807233073, 51.495206102136514], [0.123610639260267, 51.499698746091426]]], ""type"": ""Polygon""}",SE-0001,2025-11-10,2026-01-13,South East,LPN,Complete,-75,Complete,,
"51.41463748670577, -0.06472296606791171","{""coordinates"": [[[-0.07473097513655, 51.408699840515226], [-0.074542208608162, 51.41319310092378], [-0.081727598000255, 51.413310938323185], [-0.081539486302802, 51.4178042136039], [-0.074353393251275, 51.41768635736749], [-0.07416452904923, 51.42217960984628], [-0.073975615985353, 51.42667285836018], [-0.06678816394828, 51.426554523960704], [-0.066977781018411, 51.4220612943615], [-0.059791082031226, 51.42194253847595], [-0.052604432269438, 51.42182334219677], [-0.052795407894671, 51.41733014666172], [-0.045609511314141, 51.41721052911774], [-0.045801141141518, 51.412717348724804], [-0.052986334129635, 51.41283694715069], [-0.053177210991176, 51.40834374366368], [-0.06036174992512, 51.40846288279938], [-0.060551874184023, 51.403969656296084], [-0.067735759030182, 51.40408833627878], [-0.074919692853094, 51.404206576141874], [-0.07473097513655, 51.408699840515226]]], ""type"": ""Polygon""}",SE-0003,2025-11-17,2026-01-21,South East,LPN,Complete,-67,Complete,,
"51.4385530003413, -0.044699183295432036","{""coordinates"": [[[-0.030658456486451, 51.43044937502327], [-0.037846365507203, 51.430569930977136], [-0.037653832987863, 51.435063076247474], [-0.044842496115839, 51.43518321089167], [-0.052031208883519, 51.435302904945395], [-0.059219971108969, 51.43542215840154], [-0.059029502272377, 51.43991535709852], [-0.058838984143165, 51.444408551822946], [-0.051648812698995, 51.444289260230214], [-0.044458690746376, 51.44416952789921], [-0.037268618467367, 51.44404935483705], [-0.037461250646921, 51.43955621753415], [-0.030271932873066, 51.439435623029134], [-0.030465219681519, 51.43494250101994], [-0.030658456486451, 51.43044937502327]]], ""type"": ""Polygon""}",SE-0004,2025-11-17,2026-01-21,South East,LPN,Complete,-67,Complete,,
"51.51831536326889, -0.13377260626233814","{""coordinates"": [[[-0.12798561971177, 51.5129774765924], [-0.135186918669657, 51.51309219447428], [-0.135003394499297, 51.51758553140215], [-0.142205448826876, 51.517699825688084], [-0.142022585094313, 51.52219317696932], [-0.134819822763289, 51.522078864396946], [-0.127617108014222, 51.52196410980456], [-0.127801387737394, 51.517470795166794], [-0.12798561971177, 51.5129774765924]]], ""type"": ""Polygon""}",CE-0003,2025-11-24,2026-01-29,Central,LPN,In Progress,-59,More than 7 Days beyond the Target Delivery Date,,
"51.418344705301884, 0.08913472489866853","{""coordinates"": [[[0.069357968660716, 51.415236771252474], [0.062172887029082, 51.415363432876745], [0.062375120975249, 51.419856314029445], [0.069560906102891, 51.41972963215904], [0.06976389604084, 51.42422248902428], [0.076950332332394, 51.424095346570915], [0.077154078625416, 51.42858817907039], [0.069966938492477, 51.42871534184807], [0.070170033475724, 51.43320819063035], [0.077357877631784, 51.4330810075244], [0.084545669056476, 51.43295338395253], [0.091733407568013, 51.432825319922294], [0.091528200569443, 51.42833253233569], [0.091323046647662, 51.42383974069564], [0.098509324308058, 51.423711277288895], [0.105695548728097, 51.423582373579514], [0.105489040671958, 51.41908961901857], [0.112674508100783, 51.418960295685835], [0.112467350060742, 51.414467557731165], [0.119652060534854, 51.41433781491918], [0.1268367172604, 51.41420763196804], [0.126628206429982, 51.40971493148586], [0.119444252873977, 51.40984509363301], [0.112260245587737, 51.409974815711216], [0.105076184752699, 51.41010409771282], [0.097892070550306, 51.41023293963014], [0.098097768592825, 51.41472572290698], [0.090912897962043, 51.4148541452555], [0.090707903162015, 51.41036134145556], [0.090502961366392, 51.405868533602494], [0.083319444052766, 51.40599647487953], [0.076135873934185, 51.406123976119716], [0.07633940955359, 51.41061682480035], [0.069155083696407, 51.41074390630458], [0.069357968660716, 51.415236771252474]]], ""type"": ""Polygon""}",SE-0005,2025-11-24,2026-01-29,South East,LPN,Complete,-59,Complete,,
"51.529718822558124, -0.09726278049694392","{""coordinates"": [[[-0.105822799189747, 51.52611044917126], [-0.105636298957401, 51.53060370041912], [-0.098432359975753, 51.53048714052532], [-0.098245102924448, 51.53498036917512], [-0.091040504019413, 51.53486334843336], [-0.091228469525248, 51.53037013850465], [-0.091416386316671, 51.52587692462098], [-0.098619568495941, 51.52599390792424], [-0.105822799189747, 51.52611044917126]]], ""type"": ""Polygon""}",NW-0002,2025-12-01,2026-02-05,North West,LPN,Complete,-52,Complete,,
"51.55255203315625, -0.14258898516099208","{""coordinates"": [[[-0.155338577465889, 51.54938071950912], [-0.155156800224713, 51.553874079694076], [-0.147948981894664, 51.553760524066185], [-0.147766448004939, 51.55825386215488], [-0.14758386677022, 51.562747196317396], [-0.140374676610797, 51.56263316166886], [-0.140557967516471, 51.558139845754326], [-0.133349534556754, 51.558025386761535], [-0.133533487404656, 51.553532085232355], [-0.133717392556456, 51.54903877976984], [-0.13390125002849, 51.54454547037404], [-0.14110755512627, 51.54465987443225], [-0.148313907703988, 51.54477383611039], [-0.148131468455611, 51.549267182051345], [-0.155338577465889, 51.54938071950912]]], ""type"": ""Polygon""}",NW-0008,2025-12-15,2026-02-19,North West,LPN,In Progress,-38,More than 7 Days beyond the Target Delivery Date,,
"51.46379811367378, -0.1935828774871043","{""coordinates"": [[[-0.202122989742059, 51.460182478585715], [-0.201946386312947, 51.464676024331126], [-0.194752441358404, 51.46456547826911], [-0.1945750862634, 51.46905900243363], [-0.187380481299024, 51.468947997464845], [-0.187558542315294, 51.464454491050624], [-0.187736557237699, 51.459960980728454], [-0.194929750542004, 51.4600719502001], [-0.202122989742059, 51.460182478585715]]], ""type"": ""Polygon""}",NW-0010,2025-12-22,2026-02-26,North West,LPN,Complete,-31,Complete,,
"51.53913574690071, -0.21974217235895638","{""coordinates"": [[[-0.22108093871776, 51.52791498390049], [-0.220905773298535, 51.53240852388898], [-0.228110509257637, 51.532517566586854], [-0.227936007168566, 51.53701112013344], [-0.227761459833557, 51.541504669792396], [-0.227586867237112, 51.54599821556369], [-0.220380004495342, 51.54588912050822], [-0.220204657327244, 51.55038264493247], [-0.212997130766922, 51.55027308989367], [-0.213173187214162, 51.545779582999536], [-0.213349198017229, 51.54128607221085], [-0.213525163191749, 51.53679255752768], [-0.213701082753347, 51.532299038949986], [-0.213876956717634, 51.527805516477834], [-0.22108093871776, 51.52791498390049]]], ""type"": ""Polygon""}",NW-0012,2025-12-29,2026-03-03,North West,LPN,In Progress,-26,More than 7 Days beyond the Target Delivery Date,,
"51.481330954997084, -0.026066701048004435","{""coordinates"": [[[-0.035725764796922, 51.479994309839356], [-0.035532683303044, 51.484487411286246], [-0.028336310834869, 51.48436662379944], [-0.028142472859112, 51.48885970194313], [-0.020945444127172, 51.48873845371625], [-0.021139988558488, 51.484245394962], [-0.013943716656493, 51.4841237247811], [-0.0141389169692, 51.479630681491116], [-0.021334482615446, 51.47975233221592], [-0.021528926315262, 51.475259265478044], [-0.028723836228248, 51.47538045554802], [-0.035918796298729, 51.47550120440828], [-0.035725764796922, 51.479994309839356]]], ""type"": ""Polygon""}",SE-0011,2025-12-29,2026-03-03,South East,LPN,In Progress,-26,More than 7 Days beyond the Target Delivery Date,,
"51.483856456309084, -0.20659277094466544","{""coordinates"": [[[-0.215633191938267, 51.48287007756485], [-0.208436330740141, 51.48276034365925], [-0.208260205193095, 51.48725388752238], [-0.208084034021683, 51.49174742748781], [-0.200885804883353, 51.4916372168809], [-0.201062682920661, 51.487143694542084], [-0.201239515150816, 51.4826501683021], [-0.201416301589473, 51.47815663816102], [-0.208612410678414, 51.47826679589845], [-0.215808565360567, 51.478376512254854], [-0.215633191938267, 51.48287007756485]]], ""type"": ""Polygon""}",NW-0014,2026-01-12,2026-03-16,North West,LPN,Complete,-13,Complete,,
"51.495282040403794, -0.21875012316814682","{""coordinates"": [[[-0.229504898973506, 51.496568998261374], [-0.222305826368363, 51.49646009503342], [-0.222130978411502, 51.50095366225867], [-0.214931243833295, 51.50084429986218], [-0.215106799052986, 51.49635075012929], [-0.2079078172103, 51.49624096355549], [-0.208084034021683, 51.49174742748781], [-0.215282308800013, 51.49185719650209], [-0.222480629035487, 51.49196652391728], [-0.229678994545241, 51.49207540972685], [-0.229504898973506, 51.496568998261374]]], ""type"": ""Polygon""}",NW-0016,2026-01-19,2026-03-23,North West,LPN,In Progress,-6,Within 7 Days of the Target Delivery Date,,
"51.455844211942996, -0.0034762279423977676","{""coordinates"": [[[-0.008313328469793, 51.448057311176576], [-0.008117776610212, 51.45255036293462], [-0.007922174132316, 51.45704341069358], [-0.015114160783006, 51.45716540510855], [-0.014919212996017, 51.461658468375894], [-0.007726521018815, 51.46153645445344], [-0.007530817252409, 51.466029494214105], [-0.000337470436667, 51.465907019733145], [-0.000533879694547, 51.461413999554175], [0.006658710794528, 51.46129110368539], [0.00646164707996, 51.45679809915171], [0.006264634365383, 51.45230509061125], [-0.000926545722175, 51.45242794718732], [-0.001122802526637, 51.44793491499953], [-0.001319008547994, 51.44344187880892], [-0.008508829728342, 51.44356425541955], [-0.008313328469793, 51.448057311176576]]], ""type"": ""Polygon""}",SE-0020,2026-01-19,2026-03-23,South East,LPN,In Progress,-6,Within 7 Days of the Target Delivery Date,,
"51.53468229384741, 0.08468456046730705","{""coordinates"": [[[0.074855758162769, 51.536542596998295], [0.075060119303359, 51.5410353487624], [0.082264914695949, 51.54090767658394], [0.089469656922802, 51.54077956224852], [0.096674345800639, 51.54065100576381], [0.096467859504585, 51.5361583154833], [0.096261426722471, 51.531665621147475], [0.089058154395258, 51.531794136505916], [0.088852483109328, 51.527301417557766], [0.08164986548841, 51.527429470421616], [0.074447194756318, 51.52755708134034], [0.074651449986465, 51.532049841190904], [0.074855758162769, 51.536542596998295]]], ""type"": ""Polygon""}",NE-0037,2026-01-27,2026-03-30,North East,LPN,In Progress,1,In progress and on target,,
"51.498161149002165, -0.1293129635676495","{""coordinates"": [[[-0.136103826606034, 51.49062545084052], [-0.135920540019971, 51.49511880743309], [-0.135737205949548, 51.49961216009279], [-0.135553824378523, 51.50410550881957], [-0.128353940479469, 51.50399082763378], [-0.121154104280259, 51.50387570471717], [-0.121338900344861, 51.49938239274626], [-0.121523648543069, 51.49488907683524], [-0.128722070447907, 51.49500416292901], [-0.128906063923178, 51.490510824671915], [-0.136103826606034, 51.49062545084052]]], ""type"": ""Polygon""}",CE-0004,2026-02-02,2026-04-07,Central,LPN,In Progress,9,In progress and on target,,
"51.49759339276578, -0.15022668283537455","{""coordinates"": [[[-0.157516232911122, 51.49546009133917], [-0.157335020154035, 51.499953498592795], [-0.150135701556757, 51.49984016077113], [-0.142936430094289, 51.49972638126889], [-0.143119057076426, 51.49523301034066], [-0.150317621434427, 51.49534677164493], [-0.157516232911122, 51.49546009133917]]], ""type"": ""Polygon""}",CE-0009,2026-02-02,2026-04-07,Central,LPN,In Progress,9,In progress and on target,,
"51.558803821330145, -0.04315177844995447","{""coordinates"": [[[-0.046852113149192, 51.5566173591596], [-0.046659598025993, 51.56111043141385], [-0.039451090218527, 51.560990200113295], [-0.039644314778962, 51.55649714709722], [-0.046852113149192, 51.5566173591596]]], ""type"": ""Polygon""}",TQ3586SE,2024-07-22,2024-09-16,North East,LPN,Complete,-559,Complete,2024-10-28T00:00:00+00:00,-517
"51.49437646723933, -0.2331913283082062","{""coordinates"": [[[-0.236877405146404, 51.49218385392435], [-0.236704016685481, 51.49667745980668], [-0.229504898973506, 51.496568998261374], [-0.229678994545241, 51.49207540972685], [-0.236877405146404, 51.49218385392435]]], ""type"": ""Polygon""}",TQ2278NE,2024-07-29,2024-12-13,North West,LPN,Complete,-471,Complete,2025-01-31T00:00:00+00:00,-422
"51.46619628389061, -0.15509595624997957","{""coordinates"": [[[-0.158783408906292, 51.4640061307441], [-0.158602524363115, 51.46849956545245], [-0.151408151772058, 51.46838635444829], [-0.151589742157111, 51.46389293784258], [-0.158783408906292, 51.4640061307441]]], ""type"": ""Polygon""}",TQ2875NW,2024-09-02,2024-12-30,South,LPN,Complete,-454,Complete,2025-02-21T00:00:00+00:00,-401
"51.426314983219, -0.19266414827034006","{""coordinates"": [[[-0.196346573080767, 51.424123585089035], [-0.196169630624401, 51.42861714439314], [-0.188981372388055, 51.428506299052316], [-0.189159019125778, 51.424012757467324], [-0.196346573080767, 51.424123585089035]]], ""type"": ""Polygon""}",TQ2571SE,2024-12-02,2025-01-31,South,LPN,Complete,-422,Complete,2025-04-08T01:00:00+01:00,-355
"51.607619560713346, -0.004947971705691029","{""coordinates"": [[[-0.008654140894871, 51.605434383071874], [-0.00845751842716, 51.609927314462425], [-0.001241448050088, 51.60980465464541], [-0.001438781892082, 51.605311742888894], [-0.008654140894871, 51.605434383071874]]], ""type"": ""Polygon""}",TQ3891NW,2024-12-09,2025-02-19,North East,LPN,Complete,-403,Complete,2025-05-06T01:00:00+01:00,-327
"51.558630974650455, -0.07802354590432545","{""coordinates"": [[[-0.082891850075308, 51.55721178180496], [-0.090099945190029, 51.5573293387512], [-0.089911687047197, 51.56182252494933], [-0.082702882393567, 51.56170494918924], [-0.082513865696771, 51.56619811261459], [-0.075304400352386, 51.56608007535853], [-0.075494126755022, 51.56158693082145], [-0.068285420315284, 51.561468469852954], [-0.068475807024412, 51.556975340308526], [-0.068666144367967, 51.552482206797784], [-0.075873431980818, 51.55260062985942], [-0.083080768758782, 51.55271861046179], [-0.082891850075308, 51.55721178180496]]], ""type"": ""Polygon""}",NE-0036,2026-02-16,2026-04-21,North East,LPN,In Progress,23,In progress and on target,,
"51.51923564319175, -0.020138005934076005","{""coordinates"": [[[-0.027172529502959, 51.51132503283893], [-0.026978390015959, 51.5158180870532], [-0.034179711631306, 51.515939009852005], [-0.033986229584927, 51.52043207942328], [-0.0267842002169, 51.52031113727905], [-0.026589960088563, 51.52480418351643], [-0.019387273131287, 51.52468278003745], [-0.012184636703698, 51.52456093458018], [-0.004982050988945, 51.524438647151825], [-0.005178414821024, 51.51994565938567], [-0.012380292651859, 51.520067927253024], [-0.012575897904565, 51.515574915929776], [-0.019777118712701, 51.51569672241007], [-0.019971965752134, 51.511203687607996], [-0.027172529502959, 51.51132503283893]]], ""type"": ""Polygon""}",NE-0038,2026-02-02,2026-04-07,North East,LPN,Planned,9,Not yet started,,
